"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"svchost","0","234","2203410931712","12251136","2236416","23480",,,,,,,,,,"Process",,,"8",,,,,"1784",".",,,,"23480","23480","2236416","2236416","87240","87240","2826240","2826240","12390400","12390400","2203414601728","96378880",,,"2236416","2236416",,"0",,"System.Diagnostics.ProcessThreadCollection","234","2203410931712","92708864","False",,,,"12251136","12251136",,,,,,"svchost","0","","True",,
"svchost","0","362","2203425476608","18419712","4329472","31536",,,,,,,,,,"Process",,,"8",,,,,"1812",".",,,,"31536","31536","4329472","4329472","120008","120008","5332992","5332992","19148800","19148800","2203434020864","115798016",,,"4329472","4329472",,"0",,"System.Diagnostics.ProcessThreadCollection","362","2203425476608","107253760","False",,,,"18419712","18419712",,,,,,"svchost","0","","True",,
"svchost","0","902","2203422662656","13164544","4530176","16752",,,,,,,,,,"Process",,,"8",,,,,"1956",".",,,,"16752","16752","4530176","4530176","110800","110800","6893568","6893568","14929920","14929920","2203439439872","121217024",,,"4530176","4530176",,"0",,"System.Diagnostics.ProcessThreadCollection","902","2203422662656","104439808","False",,,,"13164544","13164544",,,,,,"svchost","0","","True",,
"svchost","0","242","2203415519232","11411456","2932736","12272",,,,,,,,,,"Process",,,"8",,,,,"2032",".",,,,"12272","12272","2932736","2932736","95888","95888","3465216","3465216","11743232","11743232","2203421810688","103587840",,,"2932736","2932736",,"0",,"System.Diagnostics.ProcessThreadCollection","242","2203415519232","97296384","False",,,,"11411456","11411456",,,,,,"svchost","0","","True",,
"svchost","0","205","2203411943424","8716288","2056192","8168",,,,,,,,,,"Process",,,"8",,,,,"2136",".",,,,"8168","8168","2056192","2056192","65072","65072","2060288","2060288","8716288","8716288","2203415089152","96866304",,,"2056192","2056192",,"0",,"System.Diagnostics.ProcessThreadCollection","205","2203411943424","93720576","False",,,,"8716288","8716288",,,,,,"svchost","0","","True",,
"svchost","0","483","2203422916608","12910592","3686400","14376",,,,,,,,,,"Process",,,"8",,,,,"2240",".",,,,"14376","14376","3686400","3686400","99736","99736","4153344","4153344","13144064","13144064","2203430256640","112033792",,,"3686400","3686400",,"0",,"System.Diagnostics.ProcessThreadCollection","483","2203422916608","104693760","False",,,,"12910592","12910592",,,,,,"svchost","0","","True",,
"svchost","0","220","2203412140032","10588160","2306048","11056",,,,,,,,,,"Process",,,"8",,,,,"2320",".",,,,"11056","11056","2306048","2306048","93160","93160","4837376","4837376","12640256","12640256","2203425771520","107548672",,,"2306048","2306048",,"0",,"System.Diagnostics.ProcessThreadCollection","220","2203412140032","93917184","False",,,,"10588160","10588160",,,,,,"svchost","0","","True",,
"svchost","0","134","2203408076800","8114176","1933312","15288",,,,,,,,,,"Process",,,"8",,,,,"2324",".",,,,"15288","15288","1933312","1933312","67600","67600","2281472","2281472","8339456","8339456","2203411222528","92999680",,,"1933312","1933312",,"0",,"System.Diagnostics.ProcessThreadCollection","134","2203408076800","89853952","False",,,,"8114176","8114176",,,,,,"svchost","0","","True",,
"svchost","0","1337","2203461439488","30056448","14487552","25376",,,,,,,,,,"Process",,,"8",,,,,"2376",".",,,,"25376","25376","14487552","14487552","184640","184640","18939904","18939904","33759232","33759232","2203490816000","172593152",,,"14487552","14487552",,"0",,"System.Diagnostics.ProcessThreadCollection","1337","2203461439488","143216640","False",,,,"30056448","30056448",,,,,,"svchost","0","","True",,
"svchost","0","340","2203420385280","17907712","6557696","17048",,,,,,,,,,"Process",,,"8",,,,,"2404",".",,,,"17048","17048","6557696","6557696","262840","262840","8015872","8015872","18821120","18821120","2203441119232","122896384",,,"6557696","6557696",,"0",,"System.Diagnostics.ProcessThreadCollection","340","2203420385280","102162432","False",,,,"17907712","17907712",,,,,,"svchost","0","","True",,
"svchost","0","197","2203432435712","14688256","2600960","12800",,,,,,,,,,"Process",,,"8",,,,,"2416",".",,,,"12800","12800","2600960","2600960","125392","125392","3248128","3248128","14999552","14999552","2203439255552","121032704",,,"2600960","2600960",,"0",,"System.Diagnostics.ProcessThreadCollection","197","2203432435712","114212864","False",,,,"14688256","14688256",,,,,,"svchost","0","","True",,
"svchost","0","214","2203419914240","13037568","2560000","13200",,,,,,,,,,"Process",,,"8",,,,,"2552",".",,,,"13200","13200","2560000","2560000","98416","98416","2777088","2777088","13201408","13201408","2203422527488","104304640",,,"2560000","2560000",,"0",,"System.Diagnostics.ProcessThreadCollection","214","2203419914240","101691392","False",,,,"13037568","13037568",,,,,,"svchost","0","","True",,
"svchost","0","513","2203424952320","15101952","3346432","15936",,,,,,,,,,"Process",,,"8",,,,,"2672",".",,,,"15936","15936","3346432","3346432","126104","126104","4849664","4849664","15781888","15781888","2203442978816","124755968",,,"3346432","3346432",,"0",,"System.Diagnostics.ProcessThreadCollection","513","2203424952320","106729472","False",,,,"15101952","15101952",,,,,,"svchost","0","","True",,
"svchost","0","340","2203427004416","16035840","3334144","11976",,,,,,,,,,"Process",,,"8",,,,,"2724",".",,,,"11976","11976","3334144","3334144","118488","118488","4464640","4464640","21692416","21692416","2203445309440","127086592",,,"3334144","3334144",,"0",,"System.Diagnostics.ProcessThreadCollection","340","2203427004416","108781568","False",,,,"16035840","16035840",,,,,,"svchost","0","","True",,
"svchost","1","148","2203434041344","15278080","2240512","9528","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k DevicesFlow -s DevicesFlowUserSvc",,"Microsoft Corporation","0.40625","10.0.26100.1 (WinBuild.160101.0800)","10.0.26100.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3704","8",,"False","2/6/2026 8:22:06 AM",,"2856",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9528","9528","2240512","2240512","129496","129496","2613248","2613248","15486976","15486976","2203436892160","118669312","True","Normal","2240512","2240512","4095","1",,"System.Diagnostics.ProcessThreadCollection","148","2203434041344","115818496","False",,,,"15278080","15278080",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.2500000","00:00:00.4062500","00:00:00.1562500","svchost","0","","True",,
"svchost","0","171","2203422535680","12533760","2387968","11312",,,,,,,,,,"Process",,,"8",,,,,"2940",".",,,,"11312","11312","2387968","2387968","106992","106992","2904064","2904064","12779520","12779520","2203427778560","109555712",,,"2387968","2387968",,"0",,"System.Diagnostics.ProcessThreadCollection","171","2203422535680","104312832","False",,,,"12533760","12533760",,,,,,"svchost","0","","True",,
"svchost","0","237","2203415302144","12648448","2703360","11704",,,,,,,,,,"Process",,,"8",,,,,"2952",".",,,,"11704","11704","2703360","2703360","99696","99696","3489792","3489792","13172736","13172736","2203422642176","104419328",,,"2703360","2703360",,"0",,"System.Diagnostics.ProcessThreadCollection","237","2203415302144","97079296","False",,,,"12648448","12648448",,,,,,"svchost","0","","True",,
"svchost","0","495","2203446702080","24911872","18616320","14360",,,,,,,,,,"Process",,,"8",,,,,"3192",".",,,,"14360","14360","18616320","18616320","91976","91976","24621056","24621056","30629888","30629888","2203461996544","143773696",,,"18616320","18616320",,"0",,"System.Diagnostics.ProcessThreadCollection","495","2203446702080","128479232","False",,,,"24911872","24911872",,,,,,"svchost","0","","True",,
"svchost","0","127","2203403739136","9625600","1785856","8440",,,,,,,,,,"Process",,,"8",,,,,"3228",".",,,,"8440","8440","1785856","1785856","67176","67176","2076672","2076672","9797632","9797632","2203408986112","90763264",,,"1785856","1785856",,"0",,"System.Diagnostics.ProcessThreadCollection","127","2203403739136","85516288","False",,,,"9625600","9625600",,,,,,"svchost","0","","True",,
"svchost","0","232","2207826071552","20025344","3469312","14352",,,,,,,,,,"Process",,,"8",,,,,"3248",".",,,,"14352","14352","3469312","3469312","129496","129496","76181504","76181504","91934720","91934720","2207842246656","229056512",,,"3469312","3469312",,"0",,"System.Diagnostics.ProcessThreadCollection","232","2207826071552","212881408","False",,,,"20025344","20025344",,,,,,"svchost","0","","True",,
"svchost","0","186","2203414630400","11182080","2273280","10672",,,,,,,,,,"Process",,,"8",,,,,"3256",".",,,,"10672","10672","2273280","2273280","82656","82656","2789376","2789376","11513856","11513856","2203420930048","102707200",,,"2273280","2273280",,"0",,"System.Diagnostics.ProcessThreadCollection","186","2203414630400","96407552","False",,,,"11182080","11182080",,,,,,"svchost","0","","True",,
"svchost","0","308","2203406917632","8052736","1544192","8576",,,,,,,,,,"Process",,,"8",,,,,"3264",".",,,,"8576","8576","1544192","1544192","79384","79384","1736704","1736704","8130560","8130560","2203410067456","91844608",,,"1544192","1544192",,"0",,"System.Diagnostics.ProcessThreadCollection","308","2203406917632","88694784","False",,,,"8052736","8052736",,,,,,"svchost","0","","True",,
"svchost","0","189","2203416256512","12304384","2220032","14232",,,,,,,,,,"Process",,,"8",,,,,"3472",".",,,,"14232","14232","2220032","2220032","91512","91512","2654208","2654208","12599296","12599296","2203420504064","102281216",,,"2220032","2220032",,"0",,"System.Diagnostics.ProcessThreadCollection","189","2203416256512","98033664","False",,,,"12304384","12304384",,,,,,"svchost","0","","True",,
"svchost","0","307","2203417137152","12959744","2752512","12488",,,,,,,,,,"Process",,,"8",,,,,"3552",".",,,,"12488","12488","2752512","2752512","104120","104120","3293184","3293184","13328384","13328384","2203423854592","105631744",,,"2752512","2752512",,"0",,"System.Diagnostics.ProcessThreadCollection","307","2203417137152","98914304","False",,,,"12959744","12959744",,,,,,"svchost","0","","True",,
"svchost","0","193","2203467321344","12255232","2301952","12496",,,,,,,,,,"Process",,,"8",,,,,"3560",".",,,,"12496","12496","2301952","2301952","156896","156896","11079680","11079680","21409792","21409792","2203731914752","413691904",,,"2301952","2301952",,"0",,"System.Diagnostics.ProcessThreadCollection","193","2203467321344","149098496","False",,,,"12255232","12255232",,,,,,"svchost","0","","True",,
"svchost","0","576","2203444277248","25894912","4657152","16312",,,,,,,,,,"Process",,,"8",,,,,"3660",".",,,,"16312","16312","4657152","4657152","154256","154256","5787648","5787648","26292224","26292224","2203456385024","138162176",,,"4657152","4657152",,"0",,"System.Diagnostics.ProcessThreadCollection","576","2203444277248","126054400","False",,,,"25894912","25894912",,,,,,"svchost","0","","True",,
"svchost","0","202","2203415298048","11755520","2154496","11016",,,,,,,,,,"Process",,,"8",,,,,"3724",".",,,,"11016","11016","2154496","2154496","87320","87320","2408448","2408448","11952128","11952128","2203422625792","104402944",,,"2154496","2154496",,"0",,"System.Diagnostics.ProcessThreadCollection","202","2203415298048","97075200","False",,,,"11755520","11755520",,,,,,"svchost","0","","True",,
"svchost","0","219","2203437064192","14483456","2891776","12928",,,,,,,,,,"Process",,,"8",,,,,"3804",".",,,,"12928","12928","2891776","2891776","129592","129592","3215360","3215360","14794752","14794752","2203440279552","122056704",,,"2891776","2891776",,"0",,"System.Diagnostics.ProcessThreadCollection","219","2203437064192","118841344","False",,,,"14483456","14483456",,,,,,"svchost","0","","True",,
"svchost","0","349","2203465871360","39026688","27021312","10888",,,,,,,,,,"Process",,,"8",,,,,"3840",".",,,,"10888","10888","27021312","27021312","95216","95216","51900416","51900416","63602688","63602688","2203473457152","155234304",,,"27021312","27021312",,"0",,"System.Diagnostics.ProcessThreadCollection","349","2203465871360","147648512","False",,,,"39026688","39026688",,,,,,"svchost","0","","True",,
"svchost","0","223","2203417948160","13533184","2650112","11944",,,,,,,,,,"Process",,,"8",,,,,"3848",".",,,,"11944","11944","2650112","2650112","101848","101848","7057408","7057408","20070400","20070400","2203425689600","107466752",,,"2650112","2650112",,"0",,"System.Diagnostics.ProcessThreadCollection","223","2203417948160","99725312","False",,,,"13533184","13533184",,,,,,"svchost","0","","True",,
"svchost","0","576","2203476889600","26214400","7340032","28200",,,,,,,,,,"Process",,,"8",,,,,"3956",".",,,,"28200","28200","7340032","7340032","179608","179608","9019392","9019392","27824128","27824128","2203481116672","162893824",,,"7340032","7340032",,"0",,"System.Diagnostics.ProcessThreadCollection","576","2203476889600","158666752","False",,,,"26214400","26214400",,,,,,"svchost","0","","True",,
"svchost","0","221","2203423383552","17674240","2793472","16344",,,,,,,,,,"Process",,,"8",,,,,"3996",".",,,,"16344","16344","2793472","2793472","114376","114376","4268032","4268032","18067456","18067456","2203443208192","124985344",,,"2793472","2793472",,"0",,"System.Diagnostics.ProcessThreadCollection","221","2203423383552","105160704","False",,,,"17674240","17674240",,,,,,"svchost","0","","True",,
"svchost","0","487","2203456843776","29323264","13529088","35040",,,,,,,,,,"Process",,,"8",,,,,"4112",".",,,,"35040","35040","13529088","13529088","136456","136456","18939904","18939904","35766272","35766272","2203466158080","147935232",,,"13529088","13529088",,"0",,"System.Diagnostics.ProcessThreadCollection","487","2203456843776","138620928","False",,,,"29323264","29323264",,,,,,"svchost","0","","True",,
"svchost","0","199","2203422273536","15679488","2883584","13152",,,,,,,,,,"Process",,,"8",,,,,"4232",".",,,,"13152","13152","2883584","2883584","103136","103136","3850240","3850240","16154624","16154624","2203429359616","111136768",,,"2883584","2883584",,"0",,"System.Diagnostics.ProcessThreadCollection","199","2203422273536","104050688","False",,,,"15679488","15679488",,,,,,"svchost","0","","True",,
"svchost","0","204","2203421548544","12972032","2232320","11432",,,,,,,,,,"Process",,,"8",,,,,"4240",".",,,,"11432","11432","2232320","2232320","105896","105896","2596864","2596864","13123584","13123584","2203426791424","108568576",,,"2232320","2232320",,"0",,"System.Diagnostics.ProcessThreadCollection","204","2203421548544","103325696","False",,,,"12972032","12972032",,,,,,"svchost","0","","True",,
"svchost","0","192","2203418718208","11546624","2465792","12056",,,,,,,,,,"Process",,,"8",,,,,"4276",".",,,,"12056","12056","2465792","2465792","92848","92848","2490368","2490368","11608064","11608064","2203421069312","102846464",,,"2465792","2465792",,"0",,"System.Diagnostics.ProcessThreadCollection","192","2203418718208","100495360","False",,,,"11546624","11546624",,,,,,"svchost","0","","True",,
"svchost","0","119","2203402084352","8372224","1384448","8032",,,,,,,,,,"Process",,,"8",,,,,"4392",".",,,,"8032","8032","1384448","1384448","67944","67944","1560576","1560576","8503296","8503296","2203403657216","85434368",,,"1384448","1384448",,"0",,"System.Diagnostics.ProcessThreadCollection","119","2203402084352","83861504","False",,,,"8372224","8372224",,,,,,"svchost","0","","True",,
"svchost","0","861","2203588837376","72986624","33640448","29792",,,,,,,,,,"Process",,,"8",,,,,"4404",".",,,,"29792","29792","33640448","33640448","295896","295896","77131776","77131776","118804480","118804480","2203713134592","394911744",,,"33640448","33640448",,"0",,"System.Diagnostics.ProcessThreadCollection","861","2203588837376","270614528","False",,,,"72986624","72986624",,,,,,"svchost","0","","True",,
"svchost","0","380","2203728351232","25149440","5599232","31808",,,,,,,,,,"Process",,,"8",,,,,"4412",".",,,,"31808","31808","5599232","5599232","180512","180512","7954432","7954432","27557888","27557888","2203733106688","414883840",,,"5599232","5599232",,"0",,"System.Diagnostics.ProcessThreadCollection","380","2203728351232","410128384","False",,,,"25149440","25149440",,,,,,"svchost","0","","True",,
"svchost","0","461","2203700314112","60624896","42868736","22272",,,,,,,,,,"Process",,,"8",,,,,"4456",".",,,,"22272","22272","42868736","42868736","177968","177968","214708224","214708224","193994752","193994752","2204007272448","689049600",,,"42868736","42868736",,"0",,"System.Diagnostics.ProcessThreadCollection","461","2203700314112","382091264","False",,,,"60624896","60624896",,,,,,"svchost","0","","True",,
"svchost","0","401","2204500844544","16617472","3452928","20536",,,,,,,,,,"Process",,,"8",,,,,"4656",".",,,,"20536","20536","3452928","3452928","118544","118544","4296704","4296704","17043456","17043456","2204511330304","1193107456",,,"3452928","3452928",,"0",,"System.Diagnostics.ProcessThreadCollection","401","2204500844544","1182621696","False",,,,"16617472","16617472",,,,,,"svchost","0","","True",,
"svchost","0","133","2203402858496","8392704","1695744","8344",,,,,,,,,,"Process",,,"8",,,,,"4772",".",,,,"8344","8344","1695744","1695744","65904","65904","1806336","1806336","8474624","8474624","2203406004224","87781376",,,"1695744","1695744",,"0",,"System.Diagnostics.ProcessThreadCollection","133","2203402858496","84635648","False",,,,"8392704","8392704",,,,,,"svchost","0","","True",,
"svchost","0","191","2203419533312","12513280","2420736","11256",,,,,,,,,,"Process",,,"8",,,,,"5140",".",,,,"11256","11256","2420736","2420736","100272","100272","2682880","2682880","12648448","12648448","2203422154752","103931904",,,"2420736","2420736",,"0",,"System.Diagnostics.ProcessThreadCollection","191","2203419533312","101310464","False",,,,"12513280","12513280",,,,,,"svchost","0","","True",,
"svchost","0","510","2203455320064","28774400","13918208","18192",,,,,,,,,,"Process",,,"8",,,,,"5212",".",,,,"18192","18192","13918208","13918208","124960","124960","17059840","17059840","31588352","31588352","2203480477696","162254848",,,"13918208","13918208",,"0",,"System.Diagnostics.ProcessThreadCollection","510","2203455320064","137097216","False",,,,"28774400","28774400",,,,,,"svchost","0","","True",,
"svchost","0","434","2203462340608","27504640","5038080","20408",,,,,,,,,,"Process",,,"8",,,,,"5336",".",,,,"20408","20408","5038080","5038080","169648","169648","6369280","6369280","29302784","29302784","2203473563648","155340800",,,"5038080","5038080",,"0",,"System.Diagnostics.ProcessThreadCollection","434","2203462340608","144117760","False",,,,"27504640","27504640",,,,,,"svchost","0","","True",,
"svchost","0","263","2203411763200","12451840","2781184","12112",,,,,,,,,,"Process",,,"8",,,,,"5736",".",,,,"12112","12112","2781184","2781184","93128","93128","3379200","3379200","12611584","12611584","2203416932352","98709504",,,"2781184","2781184",,"0",,"System.Diagnostics.ProcessThreadCollection","263","2203411763200","93540352","False",,,,"12451840","12451840",,,,,,"svchost","0","","True",,
"svchost","0","219","2203427848192","17358848","3334144","11840",,,,,,,,,,"Process",,,"8",,,,,"6392",".",,,,"11840","11840","3334144","3334144","127448","127448","7348224","7348224","21184512","21184512","2203439087616","120864768",,,"3334144","3334144",,"0",,"System.Diagnostics.ProcessThreadCollection","219","2203427848192","109625344","False",,,,"17358848","17358848",,,,,,"svchost","0","","True",,
"svchost","0","270","2203426930688","16056320","3076096","13944",,,,,,,,,,"Process",,,"8",,,,,"6600",".",,,,"13944","13944","3076096","3076096","125304","125304","3493888","3493888","16420864","16420864","2203429191680","110968832",,,"3076096","3076096",,"0",,"System.Diagnostics.ProcessThreadCollection","270","2203426930688","108707840","False",,,,"16056320","16056320",,,,,,"svchost","0","","True",,
"svchost","0","205","2203413962752","12513280","2187264","10752",,,,,,,,,,"Process",,,"8",,,,,"6644",".",,,,"10752","10752","2187264","2187264","92120","92120","2535424","2535424","12738560","12738560","2203417202688","98979840",,,"2187264","2187264",,"0",,"System.Diagnostics.ProcessThreadCollection","205","2203413962752","95739904","False",,,,"12513280","12513280",,,,,,"svchost","0","","True",,
"svchost","0","135","2203411816448","10809344","1974272","9528",,,,,,,,,,"Process",,,"8",,,,,"6748",".",,,,"9528","9528","1974272","1974272","83456","83456","2822144","2822144","11341824","11341824","2203417059328","98836480",,,"1974272","1974272",,"0",,"System.Diagnostics.ProcessThreadCollection","135","2203411816448","93593600","False",,,,"10809344","10809344",,,,,,"svchost","0","","True",,
"svchost","0","532","2203490254848","26910720","7995392","17048",,,,,,,,,,"Process",,,"8",,,,,"7044",".",,,,"17048","17048","7995392","7995392","168520","168520","11169792","11169792","34258944","34258944","2203499020288","180797440",,,"7995392","7995392",,"0",,"System.Diagnostics.ProcessThreadCollection","532","2203490254848","172032000","False",,,,"26910720","26910720",,,,,,"svchost","0","","True",,
"svchost","0","120","2203402887168","7860224","1499136","8424",,,,,,,,,,"Process",,,"8",,,,,"7360",".",,,,"8424","8424","1499136","1499136","64168","64168","1810432","1810432","7999488","7999488","2203407081472","88858624",,,"1499136","1499136",,"0",,"System.Diagnostics.ProcessThreadCollection","120","2203402887168","84664320","False",,,,"7860224","7860224",,,,,,"svchost","0","","True",,
"svchost","0","455","2203451584512","27406336","4837376","19024",,,,,,,,,,"Process",,,"8",,,,,"7568",".",,,,"19024","19024","4837376","4837376","181096","181096","6021120","6021120","29478912","29478912","2203464011776","145788928",,,"4837376","4837376",,"0",,"System.Diagnostics.ProcessThreadCollection","455","2203451584512","133361664","False",,,,"27406336","27406336",,,,,,"svchost","0","","True",,
"svchost","0","161","2203406897152","10506240","1990656","11448",,,,,,,,,,"Process",,,"8",,,,,"7576",".",,,,"11448","11448","1990656","1990656","69432","69432","4026368","4026368","12808192","12808192","2203409485824","91262976",,,"1990656","1990656",,"0",,"System.Diagnostics.ProcessThreadCollection","161","2203406897152","88674304","False",,,,"10506240","10506240",,,,,,"svchost","0","","True",,
"svchost","1","293","2203468730368","23523328","3547136","13880","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s NPSMSvc",,"Microsoft Corporation","3.96875","10.0.26100.1 (WinBuild.160101.0800)","10.0.26100.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3824","8",,"False","2/6/2026 8:39:39 AM",,"8448",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13880","13880","3547136","3547136","209280","209280","3960832","3960832","23822336","23822336","2203473113088","154890240","True","Normal","3547136","3547136","4095","1",,"System.Diagnostics.ProcessThreadCollection","293","2203468730368","150507520","False",,,,"23523328","23523328",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.8281250","00:00:03.9687500","00:00:02.1406250","svchost","0","","True",,
"svchost","1","156","2203434246144","16269312","2297856","10360","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k BthAppGroup -p -s BluetoothUserService",,"Microsoft Corporation","0.96875","10.0.26100.1 (WinBuild.160101.0800)","10.0.26100.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5840","8",,"False","2/6/2026 8:18:41 AM",,"8632",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10360","10360","2297856","2297856","133464","133464","2629632","2629632","16449536","16449536","2203436351488","118128640","True","Normal","2297856","2297856","4095","1",,"System.Diagnostics.ProcessThreadCollection","156","2203434246144","116023296","False",,,,"16269312","16269312",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.5312500","00:00:00.9687500","00:00:00.4375000","svchost","0","","True",,
"svchost","1","561","2203484225536","40566784","8581120","20864","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc",,"Microsoft Corporation","8.578125","10.0.26100.1 (WinBuild.160101.0800)","10.0.26100.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5832","8",,"False","2/6/2026 8:18:41 AM",,"8644",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20864","20864","8581120","8581120","249032","249032","9703424","9703424","41488384","41488384","2203488477184","170254336","True","Normal","8581120","8581120","4095","1",,"System.Diagnostics.ProcessThreadCollection","561","2203484225536","166002688","False",,,,"40566784","40566784",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:04.1875000","00:00:08.5781250","00:00:04.3906250","svchost","0","","True",,
"svchost","1","144","2203428605952","11685888","2121728","9392","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s webthreatdefusersvc",,"Microsoft Corporation","0.484375","10.0.26100.1 (WinBuild.160101.0800)","10.0.26100.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5952","8",,"False","2/6/2026 8:18:41 AM",,"8708",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9392","9392","2121728","2121728","119664","119664","2519040","2519040","11902976","11902976","2203432292352","114069504","True","Normal","2121728","2121728","4095","1",,"System.Diagnostics.ProcessThreadCollection","144","2203428605952","110383104","False",,,,"11685888","11685888",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.2187500","00:00:00.4843750","00:00:00.2656250","svchost","0","","True",,
"svchost","1","517","2203555737600","47566848","10043392","21256","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService",,"Microsoft Corporation","12.75","10.0.26100.1 (WinBuild.160101.0800)","10.0.26100.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6124","8",,"False","2/6/2026 8:18:41 AM",,"8764",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21256","21256","10043392","10043392","333824","333824","13623296","13623296","51064832","51064832","2203565813760","247590912","True","Normal","10043392","10043392","4095","1",,"System.Diagnostics.ProcessThreadCollection","517","2203555737600","237514752","False",,,,"47566848","47566848",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:06.7343750","00:00:12.7500000","00:00:06.0156250","svchost","0","","True",,
"svchost","0","309","2203468615680","31944704","8015872","14968",,,,,,,,,,"Process",,,"8",,,,,"8820",".",,,,"14968","14968","8015872","8015872","181472","181472","21458944","21458944","43991040","43991040","2203515838464","197615616",,,"8015872","8015872",,"0",,"System.Diagnostics.ProcessThreadCollection","309","2203468615680","150392832","False",,,,"31944704","31944704",,,,,,"svchost","0","","True",,
"svchost","0","253","2203468234752","38555648","24805376","18096",,,,,,,,,,"Process",,,"8",,,,,"9020",".",,,,"18096","18096","24805376","24805376","123352","123352","29892608","29892608","43356160","43356160","2203477852160","159629312",,,"24805376","24805376",,"0",,"System.Diagnostics.ProcessThreadCollection","253","2203468234752","150011904","False",,,,"38555648","38555648",,,,,,"svchost","0","","True",,
"svchost","0","241","2203429097472","17424384","2891776","13864",,,,,,,,,,"Process",,,"8",,,,,"9316",".",,,,"13864","13864","2891776","2891776","133056","133056","3407872","3407872","17838080","17838080","2203436367872","118145024",,,"2891776","2891776",,"0",,"System.Diagnostics.ProcessThreadCollection","241","2203429097472","110874624","False",,,,"17424384","17424384",,,,,,"svchost","0","","True",,
"svchost","0","408","2203456311296","25223168","5746688","26016",,,,,,,,,,"Process",,,"8",,,,,"9404",".",,,,"26016","26016","5746688","5746688","175264","175264","6606848","6606848","25833472","25833472","2203464040448","145817600",,,"5746688","5746688",,"0",,"System.Diagnostics.ProcessThreadCollection","408","2203456311296","138088448","False",,,,"25223168","25223168",,,,,,"svchost","0","","True",,
"svchost","0","486","2203486060544","34873344","10928128","19224",,,,,,,,,,"Process",,,"8",,,,,"10004",".",,,,"19224","19224","10928128","10928128","204456","204456","22081536","22081536","45748224","45748224","2203500978176","182755328",,,"10928128","10928128",,"0",,"System.Diagnostics.ProcessThreadCollection","486","2203486060544","167837696","False",,,,"34873344","34873344",,,,,,"svchost","0","","True",,
